path,offset_sec,vstart_sec
pretrain/05jJodDVJRQ/00017,1.0,0.1
pretrain/05jJodDVJRQ/00018,1.0,1.5
pretrain/05jJodDVJRQ/00019,1.0,0.9
pretrain/05jJodDVJRQ/00020,1.0,0.5
pretrain/05jJodDVJRQ/00021,-1.0,2.6
pretrain/05jJodDVJRQ/00022,1.0,0.2
pretrain/05jJodDVJRQ/00023,0.0,1.3
pretrain/05jJodDVJRQ/00024,1.0,1.8
pretrain/05jJodDVJRQ/00027,0.0,2.6
pretrain/05jJodDVJRQ/00028,-1.0,1.5
pretrain/05jJodDVJRQ/00032,0.0,1.0
pretrain/08ZWROqoTZo/00001,-1.0,1.3
pretrain/08ZWROqoTZo/00002,0.0,2.9
pretrain/08ZWROqoTZo/00003,0.0,1.0
pretrain/08ZWROqoTZo/00004,0.0,1.1
pretrain/08ZWROqoTZo/00010,0.0,2.5
pretrain/08ZWROqoTZo/00012,-1.0,1.6
pretrain/08ZWROqoTZo/00015,1.0,0.0
pretrain/08ZWROqoTZo/00016,1.0,1.8
pretrain/08ZWROqoTZo/00017,-1.0,2.6
pretrain/08ZWROqoTZo/00018,-1.0,1.5
pretrain/08ZWROqoTZo/00020,-1.0,2.8
pretrain/08ZWROqoTZo/00025,-1.0,2.0
pretrain/08ZWROqoTZo/00028,-1.0,2.3
pretrain/08ZWROqoTZo/00029,-1.0,1.5
pretrain/08ZWROqoTZo/00030,1.0,1.8
pretrain/08ZWROqoTZo/00031,1.0,0.4
pretrain/08ZWROqoTZo/00032,1.0,0.7
pretrain/08ZWROqoTZo/00033,0.0,2.2
pretrain/08ZWROqoTZo/00035,1.0,0.4
pretrain/0Amg53UuRqE/00001,0.0,2.3
pretrain/0Amg53UuRqE/00002,0.0,1.2
pretrain/0Bhk65bY_I0/00001,-1.0,1.6
pretrain/0Bhk65bY_I0/00004,0.0,2.5
pretrain/0Bhk65bY_I0/00005,0.0,0.3
pretrain/0Bhk65bY_I0/00006,1.0,1.3
pretrain/0Bhk65bY_I0/00007,-1.0,2.4
pretrain/0Bhk65bY_I0/00008,1.0,1.4
pretrain/0Bhk65bY_I0/00009,0.0,0.2
pretrain/0Bhk65bY_I0/00012,1.0,1.5
pretrain/0Bhk65bY_I0/00014,-1.0,2.4
pretrain/0Bhk65bY_I0/00015,1.0,0.0
pretrain/0Bhk65bY_I0/00016,0.0,0.2
pretrain/0Bhk65bY_I0/00017,1.0,0.8
pretrain/0Bhk65bY_I0/00018,0.0,0.9
pretrain/0C5UQbWzwg8/00002,1.0,0.8
pretrain/0C5UQbWzwg8/00004,0.0,0.8
pretrain/0C5UQbWzwg8/00006,1.0,0.0
pretrain/0C5UQbWzwg8/00008,0.0,0.3
pretrain/0C5UQbWzwg8/00010,0.0,2.7
pretrain/0C5UQbWzwg8/00015,0.0,0.1
pretrain/0C5UQbWzwg8/00021,-1.0,1.6
pretrain/0C5UQbWzwg8/00031,1.0,0.7
pretrain/0FOlwct8k9M/00001,-1.0,1.9
pretrain/0FOlwct8k9M/00002,-1.0,2.8
pretrain/0FOlwct8k9M/00003,-1.0,2.7
pretrain/0FOlwct8k9M/00004,-1.0,2.8
pretrain/0FOlwct8k9M/00008,1.0,0.6
pretrain/0FOlwct8k9M/00009,0.0,0.4
pretrain/0FOlwct8k9M/00011,-1.0,1.3
pretrain/0FOlwct8k9M/00013,1.0,1.1
pretrain/0FOlwct8k9M/00017,0.0,2.7
pretrain/0FOlwct8k9M/00018,1.0,1.2
pretrain/0FOlwct8k9M/00021,-1.0,2.6
pretrain/0FOlwct8k9M/00022,-1.0,2.4
pretrain/0FQXicAGy5U/00002,1.0,0.6
pretrain/0FQXicAGy5U/00003,1.0,1.2
pretrain/0FQXicAGy5U/00004,1.0,0.0
pretrain/0FQXicAGy5U/00007,-1.0,2.2
pretrain/0FQXicAGy5U/00009,0.0,2.5
pretrain/0FQXicAGy5U/00011,0.0,0.9
pretrain/0FQXicAGy5U/00012,-1.0,1.9
pretrain/0FQXicAGy5U/00013,0.0,2.8
pretrain/0FQXicAGy5U/00014,0.0,0.0
pretrain/0FQXicAGy5U/00015,0.0,2.3
pretrain/0FQXicAGy5U/00017,0.0,1.6
pretrain/0FQXicAGy5U/00018,0.0,0.8
pretrain/0FQXicAGy5U/00019,1.0,1.9
pretrain/0FQXicAGy5U/00022,-1.0,2.5
pretrain/0FQXicAGy5U/00023,0.0,1.4
pretrain/0FQXicAGy5U/00024,-1.0,2.2
pretrain/0FQXicAGy5U/00026,1.0,0.4
pretrain/0FQXicAGy5U/00028,0.0,1.9
pretrain/0FkuRwU8HFc/00005,1.0,0.2
pretrain/0FkuRwU8HFc/00007,0.0,2.3
pretrain/0FkuRwU8HFc/00008,-1.0,1.9
pretrain/0FkuRwU8HFc/00014,-1.0,2.7
pretrain/0FkuRwU8HFc/00020,1.0,1.8
pretrain/0FkuRwU8HFc/00038,1.0,1.1
pretrain/0FkuRwU8HFc/00042,1.0,0.9
pretrain/0FkuRwU8HFc/00045,0.0,0.3
pretrain/0GL5r3HVAZ0/00004,1.0,0.0
pretrain/0GL5r3HVAZ0/00005,-1.0,1.2
pretrain/0GL5r3HVAZ0/00006,-1.0,2.7
pretrain/0GL5r3HVAZ0/00008,-1.0,2.7
pretrain/0GL5r3HVAZ0/00009,1.0,1.8
pretrain/0GL5r3HVAZ0/00011,-1.0,1.7
pretrain/0GL5r3HVAZ0/00012,-1.0,1.5
pretrain/0GL5r3HVAZ0/00014,0.0,1.1
pretrain/0GL5r3HVAZ0/00015,1.0,1.3
pretrain/0GL5r3HVAZ0/00016,1.0,1.6
pretrain/0GL5r3HVAZ0/00020,1.0,1.1
pretrain/0GL5r3HVAZ0/00021,-1.0,2.1
pretrain/0GL5r3HVAZ0/00022,-1.0,1.4
pretrain/0GL5r3HVAZ0/00023,-1.0,2.9
pretrain/0GL5r3HVAZ0/00025,0.0,0.4
pretrain/0GL5r3HVAZ0/00026,-1.0,2.0
pretrain/0GL5r3HVAZ0/00027,0.0,0.9
pretrain/0GL5r3HVAZ0/00028,-1.0,2.3
pretrain/0GL5r3HVAZ0/00030,0.0,1.9
pretrain/0GL5r3HVAZ0/00032,1.0,1.9
pretrain/0GL5r3HVAZ0/00035,1.0,0.6
pretrain/0GL5r3HVAZ0/00036,-1.0,1.8
pretrain/0GL5r3HVAZ0/00037,-1.0,1.5
pretrain/0HEXx3-P8kk/00014,0.0,1.1
pretrain/0HEXx3-P8kk/00028,1.0,0.1
pretrain/0HEXx3-P8kk/00029,1.0,1.9
pretrain/0ITHly-bhJE/00001,-1.0,1.4
pretrain/0ITHly-bhJE/00004,0.0,0.9
pretrain/0ITHly-bhJE/00007,0.0,0.9
pretrain/0ITHly-bhJE/00008,1.0,0.5
pretrain/0ITHly-bhJE/00011,0.0,0.1
pretrain/0ITHly-bhJE/00014,1.0,0.7
pretrain/0ITHly-bhJE/00020,0.0,0.7
pretrain/0ITHly-bhJE/00021,1.0,0.9
pretrain/0ITHly-bhJE/00022,-1.0,2.5
pretrain/0ITHly-bhJE/00023,0.0,0.5
pretrain/0K5OO2ybueM/00005,1.0,1.8
pretrain/0K5OO2ybueM/00007,1.0,1.1
pretrain/0K5OO2ybueM/00010,1.0,1.6
pretrain/0K5OO2ybueM/00011,0.0,2.7
pretrain/0K5OO2ybueM/00014,1.0,0.3
pretrain/0K5OO2ybueM/00015,-1.0,1.3
pretrain/0K5OO2ybueM/00017,1.0,0.4
pretrain/0K5OO2ybueM/00018,1.0,0.8
pretrain/0K5OO2ybueM/00019,0.0,1.9
pretrain/0K5OO2ybueM/00020,-1.0,2.4
pretrain/0K5OO2ybueM/00022,-1.0,1.3
pretrain/0K5OO2ybueM/00023,1.0,1.4
pretrain/0K5OO2ybueM/00024,0.0,1.0
pretrain/0LxPAY9yis8/00002,0.0,0.3
pretrain/0LxPAY9yis8/00004,0.0,2.7
pretrain/0LxPAY9yis8/00005,-1.0,2.8
pretrain/0LxPAY9yis8/00008,-1.0,1.0
pretrain/0LxPAY9yis8/00009,1.0,1.5
pretrain/0LxPAY9yis8/00010,-1.0,2.9
pretrain/0LxPAY9yis8/00011,-1.0,1.8
pretrain/0LxPAY9yis8/00012,1.0,0.6
pretrain/0LxPAY9yis8/00013,0.0,2.9
pretrain/0LxPAY9yis8/00014,0.0,2.2
pretrain/0LxPAY9yis8/00015,1.0,0.7
pretrain/0LxPAY9yis8/00016,1.0,1.9
pretrain/0LxPAY9yis8/00019,1.0,1.5
pretrain/0LxPAY9yis8/00020,0.0,1.2
pretrain/0LxPAY9yis8/00021,-1.0,2.0
pretrain/0LxPAY9yis8/00022,1.0,0.3
pretrain/0LxPAY9yis8/00023,0.0,2.9
pretrain/0LxPAY9yis8/00025,0.0,2.8
pretrain/0LxPAY9yis8/00026,1.0,1.4
pretrain/0LxPAY9yis8/00027,1.0,1.1
pretrain/0LxPAY9yis8/00028,-1.0,2.0
pretrain/0LxPAY9yis8/00029,1.0,1.1
pretrain/0LxPAY9yis8/00031,-1.0,2.0
pretrain/0LxPAY9yis8/00033,-1.0,1.9
pretrain/0LxPAY9yis8/00034,-1.0,2.2
pretrain/0MD4Ymjyc2I/00005,0.0,0.9
pretrain/0MD4Ymjyc2I/00006,0.0,0.2
pretrain/0MD4Ymjyc2I/00023,1.0,0.1
pretrain/0MD4Ymjyc2I/00028,1.0,0.2
pretrain/0MD4Ymjyc2I/00030,1.0,0.1
pretrain/0MD4Ymjyc2I/00032,-1.0,1.7
pretrain/0MD4Ymjyc2I/00040,-1.0,2.0
pretrain/0MD4Ymjyc2I/00041,1.0,1.4
pretrain/0MD4Ymjyc2I/00042,-1.0,1.6
pretrain/0MD4Ymjyc2I/00053,-1.0,1.8
pretrain/0MM-psvqiG8/00001,0.0,1.3
pretrain/0MM-psvqiG8/00002,1.0,1.2
pretrain/0MM-psvqiG8/00003,-1.0,2.4
pretrain/0MM-psvqiG8/00004,1.0,1.9
pretrain/0MM-psvqiG8/00005,0.0,2.6
pretrain/0MM-psvqiG8/00006,-1.0,2.9
pretrain/0MM-psvqiG8/00008,0.0,0.5
pretrain/0MM-psvqiG8/00011,0.0,1.4
pretrain/0MM-psvqiG8/00013,-1.0,2.1
pretrain/0MM-psvqiG8/00014,-1.0,2.3
pretrain/0MYq1WJMmts/00001,-1.0,1.8
pretrain/0MYq1WJMmts/00003,1.0,1.8
pretrain/0MYq1WJMmts/00005,0.0,2.5
pretrain/0MYq1WJMmts/00006,0.0,0.1
pretrain/0MYq1WJMmts/00007,0.0,1.0
pretrain/0MYq1WJMmts/00008,1.0,0.1
pretrain/0MYq1WJMmts/00009,0.0,1.3
pretrain/0MYq1WJMmts/00010,-1.0,1.0
pretrain/0MYq1WJMmts/00013,1.0,1.1
pretrain/0MYq1WJMmts/00014,1.0,1.1
pretrain/0MYq1WJMmts/00015,1.0,1.8
pretrain/0MYq1WJMmts/00016,-1.0,2.2
pretrain/0MYq1WJMmts/00018,-1.0,1.2
pretrain/0MYq1WJMmts/00019,1.0,1.2
pretrain/0MYq1WJMmts/00021,-1.0,1.6
pretrain/0MYq1WJMmts/00024,0.0,0.2
pretrain/0MYq1WJMmts/00025,0.0,0.6
pretrain/0N1oA9LUEc4/00003,-1.0,1.8
pretrain/0N1oA9LUEc4/00004,1.0,1.4
pretrain/0N1oA9LUEc4/00005,0.0,0.0
pretrain/0N1oA9LUEc4/00006,-1.0,1.1
pretrain/0N1oA9LUEc4/00011,-1.0,2.8
pretrain/0N1oA9LUEc4/00014,-1.0,1.0
pretrain/0N1oA9LUEc4/00016,1.0,0.6
pretrain/0N1oA9LUEc4/00019,-1.0,2.2
pretrain/0N1oA9LUEc4/00021,0.0,0.7
pretrain/0N1oA9LUEc4/00023,-1.0,1.7
pretrain/0N6cjPWqp_k/00002,-1.0,1.9
pretrain/0N6cjPWqp_k/00004,-1.0,1.1
pretrain/0N6cjPWqp_k/00005,0.0,1.7
pretrain/0N6cjPWqp_k/00010,1.0,1.6
pretrain/0N6cjPWqp_k/00015,0.0,0.6
pretrain/0N6cjPWqp_k/00016,-1.0,2.5
pretrain/0N6cjPWqp_k/00017,0.0,1.4
pretrain/0NV1KdWRHck/00005,-1.0,2.1
pretrain/0NV1KdWRHck/00007,0.0,1.8
pretrain/0NV1KdWRHck/00008,-1.0,2.6
pretrain/0NV1KdWRHck/00010,-1.0,1.1
pretrain/0NV1KdWRHck/00013,0.0,2.4
pretrain/0NV1KdWRHck/00014,1.0,0.8
pretrain/0NV1KdWRHck/00016,-1.0,1.7
pretrain/0NV1KdWRHck/00017,1.0,1.0
pretrain/0NV1KdWRHck/00022,1.0,0.4
pretrain/0NV1KdWRHck/00024,0.0,0.8
pretrain/0NV1KdWRHck/00025,-1.0,1.7
pretrain/0NV1KdWRHck/00032,0.0,0.0
pretrain/0NV1KdWRHck/00033,1.0,0.5
pretrain/0NV1KdWRHck/00035,0.0,0.4
pretrain/0NV1KdWRHck/00036,0.0,2.2
pretrain/0NV1KdWRHck/00038,1.0,0.7
pretrain/0NV1KdWRHck/00039,-1.0,2.1
pretrain/0NV1KdWRHck/00042,1.0,1.1
pretrain/0NV1KdWRHck/00043,0.0,1.1
pretrain/0NV1KdWRHck/00047,0.0,1.0
pretrain/0NV1KdWRHck/00050,0.0,2.1
pretrain/0NV1KdWRHck/00052,1.0,0.0
pretrain/0NV1KdWRHck/00057,0.0,1.5
pretrain/0NV1KdWRHck/00059,1.0,0.7
pretrain/0NV1KdWRHck/00060,-1.0,2.0
pretrain/0NV1KdWRHck/00061,1.0,0.5
pretrain/0NV1KdWRHck/00062,-1.0,1.1
pretrain/0NV1KdWRHck/00063,0.0,2.8
pretrain/0OkOQhXhsIE/00001,-1.0,1.0
pretrain/0OkOQhXhsIE/00002,1.0,0.3
pretrain/0OkOQhXhsIE/00003,1.0,0.1
pretrain/0OkOQhXhsIE/00005,-1.0,1.6
pretrain/0OkOQhXhsIE/00006,1.0,1.7
pretrain/0OkOQhXhsIE/00008,0.0,1.3
pretrain/0OkOQhXhsIE/00009,0.0,0.6
pretrain/0OkOQhXhsIE/00010,1.0,1.6
pretrain/0OkOQhXhsIE/00011,0.0,2.3
pretrain/0PAy1zBtTbw/00001,0.0,2.6
pretrain/0_3YDof-vGs/00001,0.0,0.0
pretrain/0_3YDof-vGs/00002,1.0,0.0
pretrain/0_3YDof-vGs/00003,-1.0,1.5
pretrain/0_3YDof-vGs/00005,-1.0,1.3
pretrain/0_3YDof-vGs/00006,1.0,1.8
pretrain/0_3YDof-vGs/00007,1.0,1.8
pretrain/0_3YDof-vGs/00010,1.0,0.4
pretrain/0_3YDof-vGs/00012,0.0,0.7
pretrain/0_3YDof-vGs/00013,-1.0,1.5
pretrain/0_3YDof-vGs/00014,0.0,1.3
pretrain/0_3YDof-vGs/00015,-1.0,2.1
pretrain/0_3YDof-vGs/00018,1.0,0.8
pretrain/0-7tbjvnH3s/00001,-1.0,1.0
pretrain/0-7tbjvnH3s/00002,-1.0,1.3
pretrain/0-FkPxSc_M4/00016,-1.0,2.2
pretrain/0_W0HFy9Et4/00001,-1.0,1.6
pretrain/0_W0HFy9Et4/00005,1.0,0.8
pretrain/0_W0HFy9Et4/00007,0.0,2.0
pretrain/0_W0HFy9Et4/00008,0.0,1.0
pretrain/0_W0HFy9Et4/00011,-1.0,1.8
pretrain/0_W0HFy9Et4/00012,1.0,1.9
pretrain/0_W0HFy9Et4/00013,1.0,1.8
pretrain/0_W0HFy9Et4/00014,0.0,2.7
pretrain/0_W0HFy9Et4/00015,-1.0,1.9
pretrain/0_W0HFy9Et4/00016,1.0,0.0
pretrain/0_W0HFy9Et4/00017,1.0,0.8
pretrain/0_W0HFy9Et4/00019,0.0,0.9
pretrain/0_W0HFy9Et4/00020,-1.0,1.2
pretrain/0_W0HFy9Et4/00022,0.0,0.8
pretrain/0_W0HFy9Et4/00024,0.0,1.9
pretrain/0_W0HFy9Et4/00025,-1.0,2.5
pretrain/0_W0HFy9Et4/00027,-1.0,2.1
pretrain/0_W0HFy9Et4/00028,0.0,0.2
pretrain/0_W0HFy9Et4/00029,0.0,1.9
pretrain/0SkdP36wiAU/00001,-1.0,1.1
pretrain/0SkdP36wiAU/00003,0.0,0.5
pretrain/0SkdP36wiAU/00004,0.0,2.2
pretrain/0SkdP36wiAU/00006,-1.0,1.1
pretrain/0SkdP36wiAU/00008,0.0,0.6
pretrain/0SkdP36wiAU/00009,-1.0,1.1
pretrain/0T2R-3ydRiY/00008,1.0,0.9
pretrain/0TOkvcqeVQY/00002,1.0,1.1
pretrain/0TOkvcqeVQY/00005,0.0,1.8
pretrain/0TOkvcqeVQY/00006,-1.0,2.2
pretrain/0TOkvcqeVQY/00007,-1.0,2.1
pretrain/0TOkvcqeVQY/00008,-1.0,1.5
pretrain/0YNeyBANrTI/00002,0.0,0.8
pretrain/0YeVt2kp_So/00006,-1.0,1.5
pretrain/0YeVt2kp_So/00007,1.0,1.5
pretrain/0YeVt2kp_So/00008,0.0,2.6
pretrain/0YeVt2kp_So/00011,-1.0,1.0
pretrain/0YeVt2kp_So/00012,0.0,2.5
pretrain/0YeVt2kp_So/00019,0.0,1.8
pretrain/0YeVt2kp_So/00020,-1.0,2.8
pretrain/0YeVt2kp_So/00021,1.0,1.4
pretrain/0YeVt2kp_So/00023,0.0,2.0
pretrain/0YeVt2kp_So/00024,1.0,1.5
pretrain/0YeVt2kp_So/00029,0.0,0.5
pretrain/0ZhL7P7w3as/00001,0.0,2.5
pretrain/0ZhL7P7w3as/00003,-1.0,2.4
pretrain/0ZhL7P7w3as/00005,0.0,1.3
pretrain/0ZhL7P7w3as/00017,-1.0,1.1
pretrain/0ZhL7P7w3as/00018,0.0,2.2
pretrain/0ZhL7P7w3as/00022,1.0,1.0
pretrain/0ZhL7P7w3as/00024,0.0,2.5
pretrain/0ZhL7P7w3as/00025,1.0,1.5
pretrain/0ZhL7P7w3as/00029,0.0,1.4
pretrain/0ZhL7P7w3as/00030,0.0,2.4
pretrain/0ZhL7P7w3as/00033,1.0,0.4
pretrain/0ZhL7P7w3as/00037,1.0,1.8
pretrain/0ZhL7P7w3as/00038,-1.0,2.8
pretrain/0ZhL7P7w3as/00042,-1.0,2.3
pretrain/0ZhL7P7w3as/00043,-1.0,2.4
pretrain/0af00UcTO-c/00007,0.0,2.6
pretrain/0af00UcTO-c/00017,-1.0,1.7
pretrain/0af00UcTO-c/00020,1.0,1.1
pretrain/0af00UcTO-c/00021,1.0,1.2
pretrain/0af00UcTO-c/00027,1.0,1.1
pretrain/0af00UcTO-c/00028,-1.0,2.1
pretrain/0af00UcTO-c/00029,1.0,1.3
pretrain/0af00UcTO-c/00032,0.0,1.7
pretrain/0af00UcTO-c/00033,1.0,0.6
pretrain/0af00UcTO-c/00041,0.0,0.9
pretrain/0af00UcTO-c/00043,1.0,1.6
pretrain/0af00UcTO-c/00044,-1.0,1.9
pretrain/0af00UcTO-c/00046,-1.0,1.7
pretrain/0af00UcTO-c/00047,1.0,0.8
pretrain/0af00UcTO-c/00048,-1.0,2.0
pretrain/0af00UcTO-c/00049,0.0,1.5
pretrain/0af00UcTO-c/00050,-1.0,2.0
pretrain/0af00UcTO-c/00052,1.0,0.6
pretrain/0af00UcTO-c/00055,-1.0,2.0
pretrain/0bRocfcPhHU/00004,-1.0,1.1
pretrain/0bRocfcPhHU/00006,1.0,0.8
pretrain/0bRocfcPhHU/00013,-1.0,1.5
pretrain/0bRocfcPhHU/00014,-1.0,1.5
pretrain/0bRocfcPhHU/00015,0.0,2.3
pretrain/0bRocfcPhHU/00017,1.0,1.5
pretrain/0bop3D7-dDM/00004,-1.0,2.6
pretrain/0bop3D7-dDM/00007,0.0,1.6
pretrain/0bop3D7-dDM/00009,0.0,2.3
pretrain/0bop3D7-dDM/00010,0.0,0.5
pretrain/0bop3D7-dDM/00011,0.0,2.2
pretrain/0bop3D7-dDM/00015,1.0,0.9
pretrain/0bop3D7-dDM/00018,1.0,1.6
pretrain/0bop3D7-dDM/00019,-1.0,1.8
pretrain/0bop3D7-dDM/00020,0.0,1.9
pretrain/0bop3D7-dDM/00021,-1.0,1.9
pretrain/0bop3D7-dDM/00022,1.0,1.9
pretrain/0bop3D7-dDM/00023,1.0,0.5
pretrain/0bop3D7-dDM/00024,-1.0,1.1
pretrain/0bop3D7-dDM/00027,-1.0,1.0
pretrain/0bop3D7-dDM/00028,0.0,0.0
pretrain/0bop3D7-dDM/00029,1.0,0.4
pretrain/0bop3D7-dDM/00031,-1.0,2.4
pretrain/0bop3D7-dDM/00033,-1.0,1.1
pretrain/0d6iSvF1UmA/00001,1.0,0.0
pretrain/0d6iSvF1UmA/00003,1.0,1.0
pretrain/0d6iSvF1UmA/00005,-1.0,2.1
pretrain/0d6iSvF1UmA/00006,-1.0,1.1
pretrain/0d6iSvF1UmA/00008,-1.0,1.2
pretrain/0d6iSvF1UmA/00009,1.0,0.4
pretrain/0d6iSvF1UmA/00010,-1.0,2.6
pretrain/0d6iSvF1UmA/00013,-1.0,2.3
pretrain/0d6iSvF1UmA/00014,-1.0,2.3
pretrain/0d6iSvF1UmA/00015,0.0,1.8
pretrain/0d6iSvF1UmA/00016,1.0,0.6
pretrain/0d6iSvF1UmA/00018,0.0,2.0
pretrain/0d6iSvF1UmA/00019,-1.0,2.4
pretrain/0d6iSvF1UmA/00020,0.0,2.4
pretrain/0d6iSvF1UmA/00021,-1.0,2.6
pretrain/0d6iSvF1UmA/00022,-1.0,1.9
pretrain/0d6iSvF1UmA/00025,0.0,2.3
pretrain/0d6iSvF1UmA/00027,1.0,1.7
pretrain/0d6iSvF1UmA/00028,0.0,2.6
pretrain/0d6iSvF1UmA/00029,1.0,1.9
pretrain/0d6iSvF1UmA/00031,1.0,1.9
pretrain/0d6iSvF1UmA/00032,0.0,0.3
pretrain/0d6iSvF1UmA/00033,0.0,2.5
pretrain/0e3lCYwtm9o/00005,-1.0,1.1
pretrain/0g2WE1qXiKM/00002,1.0,0.7
pretrain/0g2WE1qXiKM/00006,0.0,2.4
pretrain/0g2WE1qXiKM/00007,-1.0,1.7
pretrain/0g2WE1qXiKM/00017,1.0,1.5
pretrain/0g2WE1qXiKM/00024,-1.0,1.5
pretrain/0g2WE1qXiKM/00026,0.0,1.4
pretrain/0g2WE1qXiKM/00027,-1.0,2.7
pretrain/0g2WE1qXiKM/00029,1.0,1.1
pretrain/0hz_UUdTDUA/00001,0.0,0.6
pretrain/0hz_UUdTDUA/00003,0.0,2.3
pretrain/0hz_UUdTDUA/00004,0.0,0.0
pretrain/0hz_UUdTDUA/00005,1.0,1.4
pretrain/0hz_UUdTDUA/00008,-1.0,1.0
pretrain/0hz_UUdTDUA/00010,0.0,1.9
pretrain/0hz_UUdTDUA/00014,1.0,1.5
pretrain/0hz_UUdTDUA/00016,1.0,1.7
pretrain/0hz_UUdTDUA/00017,-1.0,2.4
pretrain/0hz_UUdTDUA/00019,-1.0,1.4
pretrain/0hz_UUdTDUA/00021,1.0,0.3
pretrain/0hz_UUdTDUA/00022,1.0,0.3
pretrain/0hz_UUdTDUA/00023,1.0,1.2
pretrain/0hz_UUdTDUA/00024,0.0,0.5
pretrain/0hz_UUdTDUA/00025,-1.0,1.7
pretrain/0i7Loopex8w/00003,1.0,0.3
pretrain/0i7Loopex8w/00004,-1.0,1.3
pretrain/0i7Loopex8w/00005,1.0,0.0
pretrain/0i7Loopex8w/00007,1.0,0.2
pretrain/0i7Loopex8w/00008,-1.0,1.1
pretrain/0i7Loopex8w/00009,-1.0,1.3
pretrain/0i7Loopex8w/00010,1.0,0.5
pretrain/0iTehg-OZ8A/00003,1.0,1.1
pretrain/0iTehg-OZ8A/00004,1.0,1.1
pretrain/0iTehg-OZ8A/00006,0.0,2.2
pretrain/0iTehg-OZ8A/00007,1.0,0.1
pretrain/0iTehg-OZ8A/00011,0.0,0.4
pretrain/0iTehg-OZ8A/00013,-1.0,1.2
pretrain/0iTehg-OZ8A/00017,-1.0,1.1
pretrain/0iTehg-OZ8A/00021,1.0,1.3
pretrain/0iTehg-OZ8A/00022,1.0,1.0
pretrain/0iTehg-OZ8A/00025,0.0,0.2
pretrain/0iTehg-OZ8A/00028,-1.0,2.5
pretrain/0iTehg-OZ8A/00030,0.0,0.8
pretrain/0iTehg-OZ8A/00031,0.0,0.9
pretrain/0iTehg-OZ8A/00032,0.0,1.6
pretrain/0kPu6eKpja8/00001,1.0,0.2
pretrain/0kPu6eKpja8/00003,0.0,1.1
pretrain/0kPu6eKpja8/00004,1.0,0.4
pretrain/0kPu6eKpja8/00006,0.0,0.9
pretrain/0kPu6eKpja8/00007,-1.0,1.5
