path,offset_sec,vstart_sec
pretrain/-Z-vyLHi2us/00007,-1.8,3.84
pretrain/-cvI1jKxlTM/00001,-0.6,2.84
pretrain/-cvI1jKxlTM/00004,-2.0,2.16
pretrain/-cvI1jKxlTM/00006,-0.8,3.36
pretrain/-cvI1jKxlTM/00007,-0.2,0.88
pretrain/-cvI1jKxlTM/00009,1.0,1.08
pretrain/-cvI1jKxlTM/00013,-0.6,2.84
pretrain/-cvI1jKxlTM/00014,-2.0,3.08
pretrain/-cvI1jKxlTM/00015,0.2,3.0
pretrain/-cvI1jKxlTM/00016,-0.8,3.52
pretrain/-cvI1jKxlTM/00017,1.2,1.96
pretrain/-cvI1jKxlTM/00019,-1.6,3.96
pretrain/-cvI1jKxlTM/00020,0.0,2.88
pretrain/-cvI1jKxlTM/00021,0.8,2.28
pretrain/-cvI1jKxlTM/00023,1.2,0.84
pretrain/-cvI1jKxlTM/00024,0.6,2.24
pretrain/-cvI1jKxlTM/00026,1.4,1.96
pretrain/-cvI1jKxlTM/00027,2.0,0.76
pretrain/-cvI1jKxlTM/00028,-2.0,3.0
pretrain/-cvI1jKxlTM/00030,1.8,0.64
pretrain/-cvI1jKxlTM/00031,-2.0,2.72
pretrain/-cvI1jKxlTM/00032,-0.6,3.76
pretrain/-cvI1jKxlTM/00034,0.8,0.64
pretrain/-eBUcBfkVCo/00001,-1.0,1.36
pretrain/-eBUcBfkVCo/00002,1.4,1.16
pretrain/-eBUcBfkVCo/00003,-0.6,0.6
pretrain/-eBUcBfkVCo/00004,0.8,2.76
pretrain/-eBUcBfkVCo/00005,1.6,1.48
pretrain/-eBUcBfkVCo/00006,-2.0,2.12
pretrain/-eBUcBfkVCo/00009,-0.4,2.28
pretrain/-eBUcBfkVCo/00010,-1.0,1.04
pretrain/-eBUcBfkVCo/00011,0.6,0.92
pretrain/-eBUcBfkVCo/00012,0.4,1.4
pretrain/-eBUcBfkVCo/00013,0.6,1.6
pretrain/-eBUcBfkVCo/00014,-0.6,0.88
pretrain/-eBUcBfkVCo/00015,0.0,3.28
pretrain/-eBUcBfkVCo/00016,-0.2,3.8
pretrain/-eBUcBfkVCo/00017,1.8,0.56
pretrain/-eBUcBfkVCo/00019,-0.4,2.88
pretrain/-eBUcBfkVCo/00022,0.4,0.32
pretrain/-eBUcBfkVCo/00023,-0.8,2.76
pretrain/-eBUcBfkVCo/00024,-0.8,1.52
pretrain/-eBUcBfkVCo/00025,-1.2,2.72
pretrain/-eBUcBfkVCo/00026,1.8,0.16
pretrain/-eBUcBfkVCo/00028,1.8,1.0
pretrain/-eBUcBfkVCo/00029,-1.2,1.52
pretrain/-eBUcBfkVCo/00030,0.4,3.2
pretrain/-eBUcBfkVCo/00031,0.2,3.2
pretrain/-hFk6FDrZBc/00004,0.4,0.52
pretrain/-hFk6FDrZBc/00006,-2.0,3.12
pretrain/-hFk6FDrZBc/00007,-0.2,1.48
pretrain/-hFk6FDrZBc/00008,0.2,3.12
pretrain/-hFk6FDrZBc/00011,1.8,1.2
pretrain/-hFk6FDrZBc/00012,-0.8,1.96
pretrain/-hFk6FDrZBc/00013,-1.0,3.12
pretrain/-hFk6FDrZBc/00014,-2.0,2.8
pretrain/-hFk6FDrZBc/00015,-0.4,2.24
pretrain/-hFk6FDrZBc/00018,1.0,1.72
pretrain/-hFk6FDrZBc/00020,0.6,3.36
pretrain/-hFk6FDrZBc/00021,-1.8,3.84
pretrain/-hFk6FDrZBc/00026,0.4,1.36
pretrain/-hFk6FDrZBc/00029,-0.2,2.24
pretrain/-hFk6FDrZBc/00030,-0.6,3.16
pretrain/-hFk6FDrZBc/00035,-1.2,2.64
pretrain/-hY9QSdaReY/00001,0.0,0.96
pretrain/-hY9QSdaReY/00002,-1.6,1.64
pretrain/-hY9QSdaReY/00004,0.2,1.08
pretrain/-hY9QSdaReY/00006,1.4,0.12
pretrain/-hY9QSdaReY/00009,1.8,0.6
pretrain/-hY9QSdaReY/00010,0.2,1.96
pretrain/-hY9QSdaReY/00012,0.2,2.32
pretrain/-hY9QSdaReY/00013,-0.4,1.64
pretrain/-hY9QSdaReY/00015,-2.0,3.76
pretrain/-hY9QSdaReY/00016,1.0,0.52
pretrain/-hY9QSdaReY/00019,0.6,0.96
pretrain/-hY9QSdaReY/00020,0.0,1.32
pretrain/-hY9QSdaReY/00021,1.6,0.48
pretrain/-hY9QSdaReY/00022,-0.4,0.44
pretrain/-hY9QSdaReY/00023,-1.6,2.36
pretrain/-hY9QSdaReY/00025,-0.8,3.2
pretrain/-hY9QSdaReY/00026,0.8,2.04
pretrain/-hY9QSdaReY/00029,1.2,0.0
pretrain/-mQJYte4T2Q/00001,-0.6,2.0
pretrain/-mhe7COLiR0/00002,1.8,0.44
pretrain/-mhe7COLiR0/00004,-0.8,0.92
pretrain/-mhe7COLiR0/00005,0.8,0.52
pretrain/-mhe7COLiR0/00006,-1.8,3.12
pretrain/-mhe7COLiR0/00007,-2.0,3.12
pretrain/-mhe7COLiR0/00008,-0.4,2.24
pretrain/-mhe7COLiR0/00013,2.0,0.92
pretrain/-mhe7COLiR0/00016,-0.4,3.96
pretrain/-moW9jvvMr4/00001,-0.6,1.56
pretrain/-moW9jvvMr4/00002,0.0,0.04
pretrain/-moW9jvvMr4/00003,-0.8,3.32
pretrain/-moW9jvvMr4/00005,-2.0,2.92
pretrain/-moW9jvvMr4/00008,0.2,3.4
pretrain/-moW9jvvMr4/00011,0.8,2.72
pretrain/-moW9jvvMr4/00013,-1.0,3.08
pretrain/-moW9jvvMr4/00020,-1.2,1.4
pretrain/-moW9jvvMr4/00021,1.2,2.48
pretrain/-moW9jvvMr4/00022,-0.4,1.2
pretrain/-moW9jvvMr4/00023,0.6,1.76
pretrain/-moW9jvvMr4/00025,0.8,1.36
pretrain/-moW9jvvMr4/00036,-0.2,1.52
pretrain/-vZXgApsPCQ/00003,1.4,0.48
pretrain/-vZXgApsPCQ/00004,-1.2,2.12
pretrain/-vZXgApsPCQ/00005,-2.0,2.04
pretrain/-vZXgApsPCQ/00007,-1.8,2.84
pretrain/-vZXgApsPCQ/00008,1.8,1.92
pretrain/-vZXgApsPCQ/00009,0.8,1.52
pretrain/-vZXgApsPCQ/00010,1.4,0.8
pretrain/-vZXgApsPCQ/00012,1.4,0.88
pretrain/-vZXgApsPCQ/00013,-1.0,2.52
pretrain/-vZXgApsPCQ/00014,2.0,1.8
pretrain/-vZXgApsPCQ/00015,-1.6,2.52
pretrain/-vZXgApsPCQ/00017,1.2,1.88
pretrain/-vZXgApsPCQ/00018,-1.6,3.64
pretrain/-vZXgApsPCQ/00019,-1.0,2.4
pretrain/-vZXgApsPCQ/00020,0.6,3.36
pretrain/-vZXgApsPCQ/00022,0.4,2.48
pretrain/-vZXgApsPCQ/00023,1.8,1.12
pretrain/-vZXgApsPCQ/00024,0.0,2.44
pretrain/-vZXgApsPCQ/00025,2.0,1.48
pretrain/-vZXgApsPCQ/00026,-1.8,3.72
pretrain/-vZXgApsPCQ/00027,0.4,2.04
pretrain/-vo01ldlTQc/00003,-0.4,1.72
pretrain/-vo01ldlTQc/00017,2.0,1.08
pretrain/-vo01ldlTQc/00018,0.8,0.76
pretrain/-vo01ldlTQc/00030,1.0,2.52
pretrain/-vo01ldlTQc/00033,0.6,3.36
pretrain/0-FkPxSc_M4/00016,-1.6,3.36
pretrain/0-dja9Ys4Sg/00001,2.0,0.76
pretrain/0-dja9Ys4Sg/00002,1.4,1.48
pretrain/0-dja9Ys4Sg/00004,1.4,1.92
pretrain/0-dja9Ys4Sg/00005,-1.8,3.24
pretrain/0-dja9Ys4Sg/00006,-1.2,1.32
pretrain/0-dja9Ys4Sg/00007,-1.6,3.12
pretrain/0-dja9Ys4Sg/00008,0.8,0.48
pretrain/0-dja9Ys4Sg/00009,0.8,2.4
pretrain/0-dja9Ys4Sg/00011,0.8,0.96
pretrain/0-dja9Ys4Sg/00012,-0.6,3.52
pretrain/00j9bKdiOjk/00001,0.2,1.56
pretrain/00j9bKdiOjk/00002,0.2,2.68
pretrain/00j9bKdiOjk/00003,-0.2,2.32
pretrain/01GWGmg5jn8/00003,-1.4,1.44
pretrain/01GWGmg5jn8/00005,-1.4,2.72
pretrain/01GWGmg5jn8/00009,0.2,0.44
pretrain/01GWGmg5jn8/00011,-1.4,3.76
pretrain/01GWGmg5jn8/00014,0.4,1.96
pretrain/01GWGmg5jn8/00015,-0.2,3.96
pretrain/01GWGmg5jn8/00016,1.0,0.64
pretrain/01GWGmg5jn8/00020,-0.4,1.84
pretrain/01GWGmg5jn8/00021,0.8,2.56
pretrain/01GWGmg5jn8/00022,1.0,0.76
pretrain/01GWGmg5jn8/00023,-2.0,2.24
pretrain/01GWGmg5jn8/00025,-0.2,0.8
pretrain/01GWGmg5jn8/00026,0.6,1.16
pretrain/01GWGmg5jn8/00032,-0.8,0.84
pretrain/01GWGmg5jn8/00034,-1.4,3.32
pretrain/01GWGmg5jn8/00035,1.8,0.88
pretrain/01GWGmg5jn8/00036,-0.8,2.56
pretrain/01GWGmg5jn8/00039,2.0,0.52
pretrain/01GWGmg5jn8/00040,-0.6,1.12
pretrain/01GWGmg5jn8/00042,-1.6,2.44
pretrain/01GWGmg5jn8/00043,-0.4,2.48
pretrain/01GWGmg5jn8/00044,0.2,0.28
pretrain/01GWGmg5jn8/00045,1.6,1.88
pretrain/03h0dNZoxr8/00001,0.0,3.16
pretrain/03h0dNZoxr8/00002,1.6,2.28
pretrain/03h0dNZoxr8/00004,1.0,0.96
pretrain/03h0dNZoxr8/00005,0.8,1.2
pretrain/03h0dNZoxr8/00006,1.2,2.6
pretrain/03h0dNZoxr8/00012,0.2,1.88
pretrain/03h0dNZoxr8/00023,-1.8,3.28
pretrain/03h0dNZoxr8/00024,0.2,0.04
pretrain/04SEzifEsGg/00001,-1.8,3.12
pretrain/04SEzifEsGg/00004,-1.0,3.56
pretrain/04SEzifEsGg/00013,-2.0,2.08
pretrain/04SEzifEsGg/00023,0.0,1.16
pretrain/04SEzifEsGg/00028,-1.6,1.92
pretrain/04SEzifEsGg/00055,-0.2,3.44
pretrain/04SEzifEsGg/00057,0.6,3.32
pretrain/04VbxnzUwes/00001,-1.4,3.84
pretrain/04VbxnzUwes/00002,0.0,0.6
pretrain/04VbxnzUwes/00003,0.6,2.36
pretrain/04VbxnzUwes/00004,1.2,0.76
pretrain/04VbxnzUwes/00005,1.8,0.32
pretrain/04VbxnzUwes/00006,1.8,0.64
pretrain/04VbxnzUwes/00007,1.4,0.84
pretrain/04VbxnzUwes/00009,0.6,0.64
pretrain/04VbxnzUwes/00012,1.6,1.04
pretrain/04VbxnzUwes/00013,-2.0,2.0
pretrain/04VbxnzUwes/00018,-0.4,3.56
pretrain/04VbxnzUwes/00021,-2.0,2.8
pretrain/04VbxnzUwes/00022,-0.8,3.12
pretrain/04VbxnzUwes/00024,0.8,1.52
pretrain/04VbxnzUwes/00026,0.4,2.4
pretrain/04VbxnzUwes/00027,1.2,1.12
pretrain/05jJodDVJRQ/00002,0.0,0.64
pretrain/05jJodDVJRQ/00003,-0.4,0.6
pretrain/05jJodDVJRQ/00004,-0.4,1.28
pretrain/05jJodDVJRQ/00005,0.4,1.08
pretrain/05jJodDVJRQ/00006,1.2,2.44
pretrain/05jJodDVJRQ/00007,-1.2,3.44
pretrain/05jJodDVJRQ/00008,1.2,0.76
pretrain/05jJodDVJRQ/00009,1.8,1.0
pretrain/05jJodDVJRQ/00010,-0.6,3.84
pretrain/05jJodDVJRQ/00011,0.8,1.0
pretrain/05jJodDVJRQ/00012,-0.8,1.96
pretrain/05jJodDVJRQ/00013,-0.8,2.36
pretrain/05jJodDVJRQ/00014,-2.0,3.08
pretrain/05jJodDVJRQ/00015,1.8,1.52
pretrain/05jJodDVJRQ/00016,0.8,1.0
pretrain/05jJodDVJRQ/00017,-1.0,1.16
pretrain/05jJodDVJRQ/00018,-1.2,3.96
pretrain/05jJodDVJRQ/00019,-1.4,1.88
pretrain/05jJodDVJRQ/00020,1.0,1.52
pretrain/05jJodDVJRQ/00021,-1.8,2.76
pretrain/05jJodDVJRQ/00022,0.4,1.72
pretrain/05jJodDVJRQ/00023,2.0,1.64
pretrain/05jJodDVJRQ/00024,0.8,1.36
pretrain/05jJodDVJRQ/00027,1.0,1.96
pretrain/05jJodDVJRQ/00028,1.2,1.36
pretrain/05jJodDVJRQ/00032,2.0,0.2
pretrain/06M8qY7Q74Y/00011,0.0,1.32
pretrain/06M8qY7Q74Y/00020,-1.6,1.68
pretrain/06M8qY7Q74Y/00026,1.8,1.88
pretrain/06M8qY7Q74Y/00034,0.4,2.2
pretrain/08ZWROqoTZo/00001,-1.0,3.44
pretrain/08ZWROqoTZo/00002,0.2,0.92
pretrain/08ZWROqoTZo/00003,-1.8,2.16
pretrain/08ZWROqoTZo/00004,-1.6,1.84
pretrain/08ZWROqoTZo/00010,-1.4,2.24
pretrain/08ZWROqoTZo/00012,0.0,2.64
pretrain/08ZWROqoTZo/00015,2.0,1.04
pretrain/08ZWROqoTZo/00016,-0.2,0.56
pretrain/08ZWROqoTZo/00017,0.0,2.24
pretrain/08ZWROqoTZo/00018,-1.2,3.4
pretrain/08ZWROqoTZo/00020,0.6,2.32
pretrain/08ZWROqoTZo/00025,-1.2,2.36
pretrain/08ZWROqoTZo/00028,0.6,1.28
pretrain/08ZWROqoTZo/00029,1.6,0.24
pretrain/08ZWROqoTZo/00030,-0.2,2.36
pretrain/08ZWROqoTZo/00031,-1.4,2.44
pretrain/08ZWROqoTZo/00032,1.2,2.0
pretrain/08ZWROqoTZo/00033,1.2,2.68
pretrain/08ZWROqoTZo/00035,-1.2,3.8
pretrain/0Amg53UuRqE/00001,-1.2,1.72
pretrain/0Amg53UuRqE/00002,-1.4,3.76
pretrain/0C5UQbWzwg8/00002,-0.4,0.52
pretrain/0C5UQbWzwg8/00004,0.6,2.8
pretrain/0C5UQbWzwg8/00006,0.2,2.4
pretrain/0C5UQbWzwg8/00008,-1.8,2.68
pretrain/0C5UQbWzwg8/00010,-0.8,2.0
pretrain/0C5UQbWzwg8/00015,1.8,1.84
pretrain/0C5UQbWzwg8/00021,0.0,1.8
pretrain/0C5UQbWzwg8/00031,-0.2,1.88
pretrain/0D9QIG36J9Q/00001,-0.6,3.8
pretrain/0D9QIG36J9Q/00004,1.0,0.8
pretrain/0D9QIG36J9Q/00005,-1.4,3.84
pretrain/0D9QIG36J9Q/00006,1.0,0.72
pretrain/0D9QIG36J9Q/00007,1.4,0.04
pretrain/0D9QIG36J9Q/00008,-1.2,3.12
pretrain/0D9QIG36J9Q/00009,-1.2,2.0
pretrain/0D9QIG36J9Q/00010,1.2,1.4
pretrain/0D9QIG36J9Q/00011,-1.0,2.6
pretrain/0D9QIG36J9Q/00014,-0.6,1.56
pretrain/0D9QIG36J9Q/00015,-1.8,3.52
pretrain/0D9QIG36J9Q/00017,-1.6,3.96
pretrain/0D9QIG36J9Q/00023,-2.0,3.84
pretrain/0FkuRwU8HFc/00005,-1.4,2.0
pretrain/0FkuRwU8HFc/00007,-1.0,1.92
pretrain/0FkuRwU8HFc/00008,-0.8,1.76
pretrain/0FkuRwU8HFc/00014,-1.0,1.44
pretrain/0FkuRwU8HFc/00020,0.2,3.72
pretrain/0FkuRwU8HFc/00038,-1.6,1.68
pretrain/0FkuRwU8HFc/00042,-0.8,1.52
pretrain/0FkuRwU8HFc/00045,0.8,1.36
pretrain/0GL5r3HVAZ0/00004,-0.4,0.64
pretrain/0GL5r3HVAZ0/00005,-1.4,2.88
pretrain/0GL5r3HVAZ0/00006,0.8,1.96
pretrain/0GL5r3HVAZ0/00008,1.2,0.52
pretrain/0GL5r3HVAZ0/00009,-1.2,2.64
pretrain/0GL5r3HVAZ0/00011,-0.8,2.08
pretrain/0GL5r3HVAZ0/00012,0.4,2.48
pretrain/0GL5r3HVAZ0/00014,-1.6,2.8
pretrain/0GL5r3HVAZ0/00015,-1.4,3.6
pretrain/0GL5r3HVAZ0/00016,-1.2,2.84
pretrain/0GL5r3HVAZ0/00020,0.8,3.0
pretrain/0GL5r3HVAZ0/00021,0.4,2.32
pretrain/0GL5r3HVAZ0/00022,1.6,2.12
pretrain/0GL5r3HVAZ0/00023,1.4,0.32
pretrain/0GL5r3HVAZ0/00025,0.6,3.36
pretrain/0GL5r3HVAZ0/00026,-1.6,1.92
pretrain/0GL5r3HVAZ0/00027,1.2,0.76
pretrain/0GL5r3HVAZ0/00028,-1.6,3.2
pretrain/0GL5r3HVAZ0/00030,0.2,1.84
pretrain/0GL5r3HVAZ0/00032,0.8,2.12
pretrain/0GL5r3HVAZ0/00035,-0.6,1.36
pretrain/0GL5r3HVAZ0/00036,0.4,1.84
pretrain/0GL5r3HVAZ0/00037,0.4,2.08
pretrain/0HEXx3-P8kk/00014,0.4,3.32
pretrain/0HEXx3-P8kk/00028,-0.2,2.2
pretrain/0HEXx3-P8kk/00029,0.0,2.52
pretrain/0ITHly-bhJE/00001,-1.4,1.4
pretrain/0ITHly-bhJE/00004,1.8,0.44
pretrain/0ITHly-bhJE/00007,-1.8,2.84
pretrain/0ITHly-bhJE/00008,-0.4,0.56
pretrain/0ITHly-bhJE/00011,-1.0,3.48
pretrain/0ITHly-bhJE/00014,1.2,0.4
pretrain/0ITHly-bhJE/00020,1.2,2.12
pretrain/0ITHly-bhJE/00021,0.6,1.16
pretrain/0ITHly-bhJE/00022,-0.4,3.2
pretrain/0ITHly-bhJE/00023,-1.2,2.0
pretrain/0JGarsZE1rk/00001,-0.8,2.8
pretrain/0JGarsZE1rk/00003,-1.2,2.88
pretrain/0JGarsZE1rk/00007,1.4,1.4
pretrain/0JGarsZE1rk/00008,1.6,1.76
pretrain/0JGarsZE1rk/00011,1.2,1.24
pretrain/0JGarsZE1rk/00014,1.2,2.2
pretrain/0JGarsZE1rk/00015,-0.6,3.6
pretrain/0JGarsZE1rk/00018,-0.6,1.32
pretrain/0JGarsZE1rk/00019,-1.6,2.88
pretrain/0JGarsZE1rk/00021,-0.4,1.92
pretrain/0JGarsZE1rk/00022,1.6,1.08
pretrain/0JGarsZE1rk/00024,-1.0,1.28
pretrain/0JGarsZE1rk/00025,1.6,1.52
pretrain/0JGarsZE1rk/00026,0.0,0.6
pretrain/0K5OO2ybueM/00005,-0.2,3.48
pretrain/0K5OO2ybueM/00007,1.6,0.72
pretrain/0K5OO2ybueM/00010,-0.8,1.0
pretrain/0K5OO2ybueM/00011,2.0,0.72
pretrain/0K5OO2ybueM/00014,1.2,0.08
pretrain/0K5OO2ybueM/00015,0.0,0.28
pretrain/0K5OO2ybueM/00017,-1.4,1.6
pretrain/0K5OO2ybueM/00018,1.4,1.0
pretrain/0K5OO2ybueM/00019,-1.0,3.76
pretrain/0K5OO2ybueM/00020,1.6,1.8
pretrain/0K5OO2ybueM/00022,0.2,3.08
pretrain/0K5OO2ybueM/00023,-0.4,0.56
pretrain/0K5OO2ybueM/00024,-1.2,1.92
pretrain/0LxPAY9yis8/00002,2.0,1.36
pretrain/0LxPAY9yis8/00004,1.4,2.12
pretrain/0LxPAY9yis8/00005,1.8,1.44
pretrain/0LxPAY9yis8/00008,-0.8,2.84
pretrain/0LxPAY9yis8/00009,0.2,3.76
pretrain/0LxPAY9yis8/00010,1.8,0.08
pretrain/0LxPAY9yis8/00011,-0.6,3.92
pretrain/0LxPAY9yis8/00012,-1.8,2.28
pretrain/0LxPAY9yis8/00013,-0.8,2.24
pretrain/0LxPAY9yis8/00014,-2.0,3.8
pretrain/0LxPAY9yis8/00015,-2.0,3.48
pretrain/0LxPAY9yis8/00016,-1.6,3.36
pretrain/0LxPAY9yis8/00019,0.2,2.8
pretrain/0LxPAY9yis8/00020,1.8,0.2
pretrain/0LxPAY9yis8/00021,0.4,3.24
pretrain/0LxPAY9yis8/00022,0.4,3.04
pretrain/0LxPAY9yis8/00023,0.0,2.76
pretrain/0LxPAY9yis8/00025,1.4,0.72
pretrain/0LxPAY9yis8/00026,-0.4,2.8
pretrain/0LxPAY9yis8/00027,0.2,2.72
pretrain/0LxPAY9yis8/00028,1.6,1.28
pretrain/0LxPAY9yis8/00029,-2.0,2.72
pretrain/0LxPAY9yis8/00031,-1.4,2.84
pretrain/0LxPAY9yis8/00033,0.6,2.0
pretrain/0LxPAY9yis8/00034,-0.6,1.56
pretrain/0MD4Ymjyc2I/00005,-1.8,3.0
pretrain/0MD4Ymjyc2I/00006,-0.2,2.0
pretrain/0MD4Ymjyc2I/00023,1.4,1.2
pretrain/0MD4Ymjyc2I/00028,2.0,1.2
pretrain/0MD4Ymjyc2I/00030,0.8,2.24
pretrain/0MD4Ymjyc2I/00032,-1.0,2.16
pretrain/0MD4Ymjyc2I/00040,0.4,3.4
pretrain/0MD4Ymjyc2I/00041,0.6,1.44
pretrain/0MD4Ymjyc2I/00042,-1.8,2.36
pretrain/0MD4Ymjyc2I/00053,0.8,2.08
pretrain/0N1oA9LUEc4/00003,-2.0,2.08
pretrain/0N1oA9LUEc4/00004,-0.2,1.52
pretrain/0N1oA9LUEc4/00005,0.6,2.92
pretrain/0N1oA9LUEc4/00006,1.0,2.36
pretrain/0N1oA9LUEc4/00011,-2.0,3.68
pretrain/0N1oA9LUEc4/00014,0.2,2.32
pretrain/0N1oA9LUEc4/00016,-0.2,3.24
pretrain/0N1oA9LUEc4/00019,-1.8,1.96
pretrain/0N1oA9LUEc4/00021,0.8,0.44
pretrain/0N1oA9LUEc4/00023,-1.2,2.48
pretrain/0N6cjPWqp_k/00002,0.6,2.56
pretrain/0N6cjPWqp_k/00004,0.4,1.6
pretrain/0N6cjPWqp_k/00005,-1.6,2.32
pretrain/0N6cjPWqp_k/00010,-1.4,2.04
pretrain/0N6cjPWqp_k/00015,-1.8,2.88
pretrain/0N6cjPWqp_k/00016,-0.4,3.84
pretrain/0N6cjPWqp_k/00017,0.8,2.92
pretrain/0OkOQhXhsIE/00001,0.2,2.12
pretrain/0OkOQhXhsIE/00002,0.8,2.88
pretrain/0OkOQhXhsIE/00003,2.0,1.52
pretrain/0OkOQhXhsIE/00005,-1.4,1.6
pretrain/0OkOQhXhsIE/00006,1.6,1.88
pretrain/0OkOQhXhsIE/00008,-1.2,2.64
pretrain/0OkOQhXhsIE/00009,-2.0,2.92
pretrain/0OkOQhXhsIE/00010,1.2,0.88
pretrain/0OkOQhXhsIE/00011,-2.0,2.44
pretrain/0P0mBj09vwk/00003,0.6,3.2
pretrain/0P0mBj09vwk/00004,0.4,0.52
pretrain/0P0mBj09vwk/00005,-0.2,0.64
pretrain/0P0mBj09vwk/00006,0.2,0.16
pretrain/0P0mBj09vwk/00007,0.6,0.48
pretrain/0P0mBj09vwk/00008,-1.4,1.56
pretrain/0P0mBj09vwk/00009,-1.4,2.52
pretrain/0P0mBj09vwk/00010,0.0,0.04
pretrain/0P0mBj09vwk/00014,-1.4,1.44
pretrain/0P0mBj09vwk/00015,-1.4,1.8
pretrain/0P0mBj09vwk/00016,2.0,1.48
pretrain/0P0mBj09vwk/00019,2.0,0.6
pretrain/0Q1owhv3qAA/00001,1.0,0.48
pretrain/0Q1owhv3qAA/00002,1.0,0.36
pretrain/0Q1owhv3qAA/00003,0.4,2.56
pretrain/0Q1owhv3qAA/00004,-2.0,2.28
pretrain/0Q1owhv3qAA/00007,0.0,2.08
pretrain/0Q1owhv3qAA/00008,1.4,1.12
pretrain/0Q1owhv3qAA/00011,1.6,1.64
pretrain/0Q1owhv3qAA/00012,2.0,1.84
pretrain/0Q1owhv3qAA/00016,-1.8,1.96
pretrain/0Q1owhv3qAA/00017,1.6,1.12
pretrain/0Q1owhv3qAA/00018,2.0,0.0
pretrain/0QbLI1U4cLE/00012,-0.2,1.16
pretrain/0QbLI1U4cLE/00016,1.4,1.16
pretrain/0RUT1BoOP-M/00001,1.6,2.2
pretrain/0SkdP36wiAU/00001,0.4,1.12
pretrain/0SkdP36wiAU/00003,2.0,1.88
pretrain/0SkdP36wiAU/00004,-0.4,1.68
pretrain/0SkdP36wiAU/00006,-0.6,3.56
pretrain/0SkdP36wiAU/00008,-1.0,1.96
pretrain/0SkdP36wiAU/00009,0.0,3.08
pretrain/0T2R-3ydRiY/00008,-1.8,3.08
pretrain/0TOkvcqeVQY/00002,0.0,0.68
pretrain/0TOkvcqeVQY/00005,-0.4,2.92
pretrain/0TOkvcqeVQY/00006,1.2,2.16
pretrain/0TOkvcqeVQY/00007,1.0,0.48
pretrain/0TOkvcqeVQY/00008,-0.8,2.56
pretrain/0UmUgaJwEr0/00005,2.0,1.84
pretrain/0UmUgaJwEr0/00009,2.0,0.48
pretrain/0UmUgaJwEr0/00011,-1.8,3.4
pretrain/0UmUgaJwEr0/00012,2.0,1.0
pretrain/0UmUgaJwEr0/00016,1.2,0.8
pretrain/0UmUgaJwEr0/00017,-1.8,3.56
pretrain/0UmUgaJwEr0/00018,1.0,2.24
pretrain/0UmUgaJwEr0/00028,1.0,2.6
pretrain/0UmUgaJwEr0/00030,-0.8,2.8
pretrain/0UmUgaJwEr0/00033,0.6,2.52
pretrain/0UmUgaJwEr0/00035,-1.0,3.0
pretrain/0UmUgaJwEr0/00036,1.8,1.72
pretrain/0UmUgaJwEr0/00037,1.2,1.48
pretrain/0UmUgaJwEr0/00040,-1.0,3.2
pretrain/0UmUgaJwEr0/00041,0.4,1.48
pretrain/0UmUgaJwEr0/00042,1.8,0.04
pretrain/0UmUgaJwEr0/00043,1.4,1.72
pretrain/0UmUgaJwEr0/00044,-2.0,3.12
pretrain/0UmUgaJwEr0/00045,0.2,0.44
pretrain/0UmUgaJwEr0/00047,-2.0,2.36
pretrain/0Y8-IzP01lw/00001,-0.2,2.24
